outcome,spec_order,spec,spec_label,sample,term,term_label,coef,se,pvalue_cluster_t,nobs,clusters,formula
atr_top1,5,e_acquirer_redmap,(e) + acquirer and REDMAP,full,cu_x_corp_union,CU x CorpUnion,-0.6726775594461212,0.36944034070988246,0.07514538699451241,846,47,atr_top1 ~ cu_x_corp_only + cu_x_corp_union + cu_x_rep_trifecta_acq + cu_x_redmap + C(state) + C(year)
atr_top1,5,e_acquirer_redmap,(e) + acquirer and REDMAP,full,cu_x_rep_trifecta_acq,CU x R-trifecta acquirer,-0.32219141714118715,0.21935624101183657,0.1486917434838376,846,47,atr_top1 ~ cu_x_corp_only + cu_x_corp_union + cu_x_rep_trifecta_acq + cu_x_redmap + C(state) + C(year)
atr_top1,5,e_acquirer_redmap,(e) + acquirer and REDMAP,full,cu_x_redmap,CU x REDMAP,0.26845053276385134,0.5029328368287445,0.5960706537494446,846,47,atr_top1 ~ cu_x_corp_only + cu_x_corp_union + cu_x_rep_trifecta_acq + cu_x_redmap + C(state) + C(year)
atr_top1,6,f_acquirer_no_bans,(f-acq) Acquirer only; no ban terms,full,cu_x_rep_trifecta_acq,CU x R-trifecta acquirer,-0.5197858857923764,0.24155013534203518,0.036690087505270495,846,47,atr_top1 ~ cu_x_rep_trifecta_acq + C(state) + C(year)
atr_top1,7,f_contemporaneous_no_bans,(f-t) R trifecta (t) only; no ban terms,full,rep_trifecta,R trifecta (t),-0.2156018600732279,0.11814996894253227,0.07452688758925337,846,47,atr_top1 ~ rep_trifecta + C(state) + C(year)
atr_top1,8,f_lagged_no_bans,(f-lag) R trifecta (t-1) only; no ban terms,full,rep_trifecta_lag,R trifecta (t-1),-0.2669618938013505,0.11868485481233042,0.02932079802552959,799,47,atr_top1 ~ rep_trifecta_lag + C(state) + C(year)
atr_top1,9,f_redmap_no_bans,(f-map) REDMAP only; no ban terms,full,cu_x_redmap,CU x REDMAP,-0.5114069121076804,0.4246924293614851,0.23467902914973043,846,47,atr_top1 ~ cu_x_redmap + C(state) + C(year)
atr_top1,10,f_both_no_bans,(f) Acquirer + REDMAP; no ban terms,full,cu_x_rep_trifecta_acq,CU x R-trifecta acquirer,-0.4444328766110164,0.1990494154966851,0.030471692027476703,846,47,atr_top1 ~ cu_x_rep_trifecta_acq + cu_x_redmap + C(state) + C(year)
atr_top1,10,f_both_no_bans,(f) Acquirer + REDMAP; no ban terms,full,cu_x_redmap,CU x REDMAP,-0.2494444441865429,0.38633518045061693,0.5217020316450375,846,47,atr_top1 ~ cu_x_rep_trifecta_acq + cu_x_redmap + C(state) + C(year)
atr_top1,11,g0_restricted_baseline,Restricted baseline (13 CorpUnion + 26 controls),restricted,cu_x_corp_union,CU x CorpUnion,-0.6726970893786581,0.28685531764801797,0.024347233383165485,702,39,atr_top1 ~ cu_x_corp_union + C(state) + C(year)
atr_top1,12,g_restricted_contemporaneous,(g) Restricted + R trifecta (t),restricted,cu_x_corp_union,CU x CorpUnion,-0.6494450024633013,0.29343514495284156,0.03295930585785644,702,39,atr_top1 ~ cu_x_corp_union + rep_trifecta + C(state) + C(year)
atr_top1,12,g_restricted_contemporaneous,(g) Restricted + R trifecta (t),restricted,rep_trifecta,R trifecta (t),-0.10513987126947655,0.1394635780021584,0.4555629505593787,702,39,atr_top1 ~ cu_x_corp_union + rep_trifecta + C(state) + C(year)
atr_top1,13,g_restricted_lagged,(g-lag) Restricted + R trifecta (t-1),restricted,cu_x_corp_union,CU x CorpUnion,-0.6156639641504955,0.2792896574489827,0.03362517061471669,663,39,atr_top1 ~ cu_x_corp_union + rep_trifecta_lag + C(state) + C(year)
atr_top1,13,g_restricted_lagged,(g-lag) Restricted + R trifecta (t-1),restricted,rep_trifecta_lag,R trifecta (t-1),-0.1428299147052825,0.13755062819247868,0.30565530450219014,663,39,atr_top1 ~ cu_x_corp_union + rep_trifecta_lag + C(state) + C(year)
rs,0,a_baseline,(a) Baseline,full,cu_x_corp_only,CU x CorpOnly,0.022979930354709903,0.046236414096309,0.6215496566985668,846,47,rs ~ cu_x_corp_only + cu_x_corp_union + C(state) + C(year)
rs,0,a_baseline,(a) Baseline,full,cu_x_corp_union,CU x CorpUnion,-0.08930124326246876,0.034824462393699775,0.013667896411208351,846,47,rs ~ cu_x_corp_only + cu_x_corp_union + C(state) + C(year)
rs,1,b_acquirer,(b) + CU x R-trifecta acquirer,full,cu_x_corp_only,CU x CorpOnly,0.01818252672243791,0.04479853951937905,0.6867176253150257,846,47,rs ~ cu_x_corp_only + cu_x_corp_union + cu_x_rep_trifecta_acq + C(state) + C(year)
rs,1,b_acquirer,(b) + CU x R-trifecta acquirer,full,cu_x_corp_union,CU x CorpUnion,-0.07185613914511996,0.03646558479817069,0.05481464137765614,846,47,rs ~ cu_x_corp_only + cu_x_corp_union + cu_x_rep_trifecta_acq + C(state) + C(year)
rs,1,b_acquirer,(b) + CU x R-trifecta acquirer,full,cu_x_rep_trifecta_acq,CU x R-trifecta acquirer,-0.04535727070510772,0.030624457697994757,0.1454030298143264,846,47,rs ~ cu_x_corp_only + cu_x_corp_union + cu_x_rep_trifecta_acq + C(state) + C(year)
rs,2,c_contemporaneous,(c) + R trifecta (t),full,cu_x_corp_only,CU x CorpOnly,0.025205113359724984,0.04523110409979561,0.5800570114789879,846,47,rs ~ cu_x_corp_only + cu_x_corp_union + rep_trifecta + C(state) + C(year)
rs,2,c_contemporaneous,(c) + R trifecta (t),full,cu_x_corp_union,CU x CorpUnion,-0.08303440132997272,0.03574901902509676,0.024672824275412238,846,47,rs ~ cu_x_corp_only + cu_x_corp_union + rep_trifecta + C(state) + C(year)
rs,2,c_contemporaneous,(c) + R trifecta (t),full,rep_trifecta,R trifecta (t),-0.0283370243904122,0.014613476002521362,0.058637164372503665,846,47,rs ~ cu_x_corp_only + cu_x_corp_union + rep_trifecta + C(state) + C(year)
rs,3,c_lagged,(c-lag) + R trifecta (t-1),full,cu_x_corp_only,CU x CorpOnly,0.02702448084495344,0.04482650016175528,0.5495571117584057,799,47,rs ~ cu_x_corp_only + cu_x_corp_union + rep_trifecta_lag + C(state) + C(year)
rs,3,c_lagged,(c-lag) + R trifecta (t-1),full,cu_x_corp_union,CU x CorpUnion,-0.07760871194910693,0.03424819394322363,0.028197096950903913,799,47,rs ~ cu_x_corp_only + cu_x_corp_union + rep_trifecta_lag + C(state) + C(year)
rs,3,c_lagged,(c-lag) + R trifecta (t-1),full,rep_trifecta_lag,R trifecta (t-1),-0.039396456295507226,0.01591782906427864,0.017070190355535437,799,47,rs ~ cu_x_corp_only + cu_x_corp_union + rep_trifecta_lag + C(state) + C(year)
rs,4,d_redmap,(d) + CU x REDMAP,full,cu_x_corp_only,CU x CorpOnly,0.022979930354708814,0.04626608135255133,0.621772672348651,846,47,rs ~ cu_x_corp_only + cu_x_corp_union + cu_x_redmap + C(state) + C(year)
rs,4,d_redmap,(d) + CU x REDMAP,full,cu_x_corp_union,CU x CorpUnion,-0.08471489727292592,0.03830288583884245,0.031993786819767854,846,47,rs ~ cu_x_corp_only + cu_x_corp_union + cu_x_redmap + C(state) + C(year)
rs,4,d_redmap,(d) + CU x REDMAP,full,cu_x_redmap,CU x REDMAP,-0.00993708297734329,0.06131753149469321,0.8719688390111748,846,47,rs ~ cu_x_corp_only + cu_x_corp_union + cu_x_redmap + C(state) + C(year)
rs,5,e_acquirer_redmap,(e) + acquirer and REDMAP,full,cu_x_corp_only,CU x CorpOnly,0.018037608741876515,0.04476463121894926,0.6888566219262267,846,47,rs ~ cu_x_corp_only + cu_x_corp_union + cu_x_rep_trifecta_acq + cu_x_redmap + C(state) + C(year)
rs,5,e_acquirer_redmap,(e) + acquirer and REDMAP,full,cu_x_corp_union,CU x CorpUnion,-0.07547211399697926,0.04400242039420495,0.0930420215241949,846,47,rs ~ cu_x_corp_only + cu_x_corp_union + cu_x_rep_trifecta_acq + cu_x_redmap + C(state) + C(year)
rs,5,e_acquirer_redmap,(e) + acquirer and REDMAP,full,cu_x_rep_trifecta_acq,CU x R-trifecta acquirer,-0.046727404339502426,0.028086527597150055,0.10297255053069025,846,47,rs ~ cu_x_corp_only + cu_x_corp_union + cu_x_rep_trifecta_acq + cu_x_redmap + C(state) + C(year)
rs,5,e_acquirer_redmap,(e) + acquirer and REDMAP,full,cu_x_redmap,CU x REDMAP,0.008976390207692177,0.061383601645327,0.8843753796215693,846,47,rs ~ cu_x_corp_only + cu_x_corp_union + cu_x_rep_trifecta_acq + cu_x_redmap + C(state) + C(year)
rs,6,f_acquirer_no_bans,(f-acq) Acquirer only; no ban terms,full,cu_x_rep_trifecta_acq,CU x R-trifecta acquirer,-0.07521828244678336,0.03090199089415109,0.018870198995443177,846,47,rs ~ cu_x_rep_trifecta_acq + C(state) + C(year)
rs,7,f_contemporaneous_no_bans,(f-t) R trifecta (t) only; no ban terms,full,rep_trifecta,R trifecta (t),-0.03720396179407153,0.013680192281362817,0.009192240998729633,846,47,rs ~ rep_trifecta + C(state) + C(year)
rs,8,f_lagged_no_bans,(f-lag) R trifecta (t-1) only; no ban terms,full,rep_trifecta_lag,R trifecta (t-1),-0.04732081602905314,0.015357460981944973,0.003475020581318108,799,47,rs ~ rep_trifecta_lag + C(state) + C(year)
rs,9,f_redmap_no_bans,(f-map) REDMAP only; no ban terms,full,cu_x_redmap,CU x REDMAP,-0.08467235005337104,0.05361360484276447,0.12111834598597411,846,47,rs ~ cu_x_redmap + C(state) + C(year)
rs,10,f_both_no_bans,(f) Acquirer + REDMAP; no ban terms,full,cu_x_rep_trifecta_acq,CU x R-trifecta acquirer,-0.06039371557274052,0.024891906927528056,0.01923483779108311,846,47,rs ~ cu_x_rep_trifecta_acq + cu_x_redmap + C(state) + C(year)
rs,10,f_both_no_bans,(f) Acquirer + REDMAP; no ban terms,full,cu_x_redmap,CU x REDMAP,-0.04907442827268972,0.04830296397096803,0.31495714274379727,846,47,rs ~ cu_x_rep_trifecta_acq + cu_x_redmap + C(state) + C(year)
rs,11,g0_restricted_baseline,Restricted baseline (13 CorpUnion + 26 controls),restricted,cu_x_corp_union,CU x CorpUnion,-0.08930124326247006,0.03495851784161026,0.014764459101365281,702,39,rs ~ cu_x_corp_union + C(state) + C(year)
rs,12,g_restricted_contemporaneous,(g) Restricted + R trifecta (t),restricted,cu_x_corp_union,CU x CorpUnion,-0.08495004416995804,0.03582812513315279,0.022911526288933358,702,39,rs ~ cu_x_corp_union + rep_trifecta + C(state) + C(year)
rs,12,g_restricted_contemporaneous,(g) Restricted + R trifecta (t),restricted,rep_trifecta,R trifecta (t),-0.019674987200928397,0.015682510887046912,0.21729269850795016,702,39,rs ~ cu_x_corp_union + rep_trifecta + C(state) + C(year)
rs,13,g_restricted_lagged,(g-lag) Restricted + R trifecta (t-1),restricted,cu_x_corp_union,CU x CorpUnion,-0.08003295426352053,0.03409982490964981,0.024236957904799603,663,39,rs ~ cu_x_corp_union + rep_trifecta_lag + C(state) + C(year)
rs,13,g_restricted_lagged,(g-lag) Restricted + R trifecta (t-1),restricted,rep_trifecta_lag,R trifecta (t-1),-0.02800543819163833,0.016665366888786688,0.1010721146787995,663,39,rs ~ cu_x_corp_union + rep_trifecta_lag + C(state) + C(year)
atr_top5,0,a_baseline,(a) Baseline,full,cu_x_corp_only,CU x CorpOnly,0.1785900920352202,0.2354255603030731,0.4519708090987012,846,47,atr_top5 ~ cu_x_corp_only + cu_x_corp_union + C(state) + C(year)
atr_top5,0,a_baseline,(a) Baseline,full,cu_x_corp_union,CU x CorpUnion,-0.5796787010317539,0.25111325349458885,0.02552149438454324,846,47,atr_top5 ~ cu_x_corp_only + cu_x_corp_union + C(state) + C(year)
atr_top5,1,b_acquirer,(b) + CU x R-trifecta acquirer,full,cu_x_corp_only,CU x CorpOnly,0.15559920870289284,0.2293547058992327,0.5009032265273664,846,47,atr_top5 ~ cu_x_corp_only + cu_x_corp_union + cu_x_rep_trifecta_acq + C(state) + C(year)
atr_top5,1,b_acquirer,(b) + CU x R-trifecta acquirer,full,cu_x_corp_union,CU x CorpUnion,-0.49607548891422687,0.26569400867300713,0.06826890070363688,846,47,atr_top5 ~ cu_x_corp_only + cu_x_corp_union + cu_x_rep_trifecta_acq + C(state) + C(year)
atr_top5,1,b_acquirer,(b) + CU x R-trifecta acquirer,full,cu_x_rep_trifecta_acq,CU x R-trifecta acquirer,-0.21736835150557776,0.2151310640391017,0.3175893247295837,846,47,atr_top5 ~ cu_x_corp_only + cu_x_corp_union + cu_x_rep_trifecta_acq + C(state) + C(year)
atr_top5,2,c_contemporaneous,(c) + R trifecta (t),full,cu_x_corp_only,CU x CorpOnly,0.18657949610459226,0.23272976434368434,0.4268485447920097,846,47,atr_top5 ~ cu_x_corp_only + cu_x_corp_union + rep_trifecta + C(state) + C(year)
atr_top5,2,c_contemporaneous,(c) + R trifecta (t),full,cu_x_corp_union,CU x CorpUnion,-0.5571779303873636,0.2566152956019535,0.03510634818015915,846,47,atr_top5 ~ cu_x_corp_only + cu_x_corp_union + rep_trifecta + C(state) + C(year)
atr_top5,2,c_contemporaneous,(c) + R trifecta (t),full,rep_trifecta,R trifecta (t),-0.10174261508763313,0.10773233129068506,0.3498985720484348,846,47,atr_top5 ~ cu_x_corp_only + cu_x_corp_union + rep_trifecta + C(state) + C(year)
atr_top5,3,c_lagged,(c-lag) + R trifecta (t-1),full,cu_x_corp_only,CU x CorpOnly,0.1853017525115539,0.22633481126247829,0.41717525912322523,799,47,atr_top5 ~ cu_x_corp_only + cu_x_corp_union + rep_trifecta_lag + C(state) + C(year)
atr_top5,3,c_lagged,(c-lag) + R trifecta (t-1),full,cu_x_corp_union,CU x CorpUnion,-0.5303539215176165,0.24609780518802232,0.03642620101516781,799,47,atr_top5 ~ cu_x_corp_only + cu_x_corp_union + rep_trifecta_lag + C(state) + C(year)
atr_top5,3,c_lagged,(c-lag) + R trifecta (t-1),full,rep_trifecta_lag,R trifecta (t-1),-0.15366519074744012,0.10752717142252823,0.15973664944242058,799,47,atr_top5 ~ cu_x_corp_only + cu_x_corp_union + rep_trifecta_lag + C(state) + C(year)
atr_top5,4,d_redmap,(d) + CU x REDMAP,full,cu_x_corp_only,CU x CorpOnly,0.17859009203521337,0.23557661938842858,0.4522590777255113,846,47,atr_top5 ~ cu_x_corp_only + cu_x_corp_union + cu_x_redmap + C(state) + C(year)
atr_top5,4,d_redmap,(d) + CU x REDMAP,full,cu_x_corp_union,CU x CorpUnion,-0.6281192712249531,0.2991056192760708,0.04124281053242013,846,47,atr_top5 ~ cu_x_corp_only + cu_x_corp_union + cu_x_redmap + C(state) + C(year)
atr_top5,4,d_redmap,(d) + CU x REDMAP,full,cu_x_redmap,CU x REDMAP,0.1049545687519276,0.45546516495360223,0.8187764571757603,846,47,atr_top5 ~ cu_x_corp_only + cu_x_corp_union + cu_x_redmap + C(state) + C(year)
atr_top5,5,e_acquirer_redmap,(e) + acquirer and REDMAP,full,cu_x_corp_only,CU x CorpOnly,0.15227925345802434,0.22873634782548763,0.5089012159162664,846,47,atr_top5 ~ cu_x_corp_only + cu_x_corp_union + cu_x_rep_trifecta_acq + cu_x_redmap + C(state) + C(year)
atr_top5,5,e_acquirer_redmap,(e) + acquirer and REDMAP,full,cu_x_corp_union,CU x CorpUnion,-0.5789145860935849,0.3245686721796255,0.08107969789464681,846,47,atr_top5 ~ cu_x_corp_only + cu_x_corp_union + cu_x_rep_trifecta_acq + cu_x_redmap + C(state) + C(year)
atr_top5,5,e_acquirer_redmap,(e) + acquirer and REDMAP,full,cu_x_rep_trifecta_acq,CU x R-trifecta acquirer,-0.24875701927520621,0.1931394255268609,0.20419941046504556,846,47,atr_top5 ~ cu_x_corp_only + cu_x_corp_union + cu_x_rep_trifecta_acq + cu_x_redmap + C(state) + C(year)
atr_top5,5,e_acquirer_redmap,(e) + acquirer and REDMAP,full,cu_x_redmap,CU x REDMAP,0.2056419336966458,0.4480149979034407,0.6483909267210659,846,47,atr_top5 ~ cu_x_corp_only + cu_x_corp_union + cu_x_rep_trifecta_acq + cu_x_redmap + C(state) + C(year)
atr_top5,6,f_acquirer_no_bans,(f-acq) Acquirer only; no ban terms,full,cu_x_rep_trifecta_acq,CU x R-trifecta acquirer,-0.4280941967738746,0.2113301291928624,0.04861777723381116,846,47,atr_top5 ~ cu_x_rep_trifecta_acq + C(state) + C(year)
atr_top5,7,f_contemporaneous_no_bans,(f-t) R trifecta (t) only; no ban terms,full,rep_trifecta,R trifecta (t),-0.16121023357565945,0.1021238291916218,0.12128618273977139,846,47,atr_top5 ~ rep_trifecta + C(state) + C(year)
atr_top5,8,f_lagged_no_bans,(f-lag) R trifecta (t-1) only; no ban terms,full,rep_trifecta_lag,R trifecta (t-1),-0.20782130804251797,0.10201195786468546,0.047404706028281986,799,47,atr_top5 ~ rep_trifecta_lag + C(state) + C(year)
atr_top5,9,f_redmap_no_bans,(f-map) REDMAP only; no ban terms,full,cu_x_redmap,CU x REDMAP,-0.4507716741244135,0.37590242395904166,0.23660187292285198,846,47,atr_top5 ~ cu_x_redmap + C(state) + C(year)
atr_top5,10,f_both_no_bans,(f) Acquirer + REDMAP; no ban terms,full,cu_x_rep_trifecta_acq,CU x R-trifecta acquirer,-0.3551629193657268,0.1768169759138048,0.050465594777006725,846,47,atr_top5 ~ cu_x_rep_trifecta_acq + cu_x_redmap + C(state) + C(year)
atr_top5,10,f_both_no_bans,(f) Acquirer + REDMAP; no ban terms,full,cu_x_redmap,CU x REDMAP,-0.24142767693728853,0.3467372638996386,0.4897543392479732,846,47,atr_top5 ~ cu_x_rep_trifecta_acq + cu_x_redmap + C(state) + C(year)
atr_top5,11,g0_restricted_baseline,Restricted baseline (13 CorpUnion + 26 controls),restricted,cu_x_corp_union,CU x CorpUnion,-0.5796787010317619,0.25207990444508754,0.027058704767827787,702,39,atr_top5 ~ cu_x_corp_union + C(state) + C(year)
atr_top5,12,g_restricted_contemporaneous,(g) Restricted + R trifecta (t),restricted,cu_x_corp_union,CU x CorpUnion,-0.5626928792610504,0.25804810664700173,0.0354756344149291,702,39,atr_top5 ~ cu_x_corp_union + rep_trifecta + C(state) + C(year)
atr_top5,12,g_restricted_contemporaneous,(g) Restricted + R trifecta (t),restricted,rep_trifecta,R trifecta (t),-0.07680545496325397,0.12292574465136492,0.5358285733066208,702,39,atr_top5 ~ cu_x_corp_union + rep_trifecta + C(state) + C(year)
atr_top5,13,g_restricted_lagged,(g-lag) Restricted + R trifecta (t-1),restricted,cu_x_corp_union,CU x CorpUnion,-0.539413738557765,0.24666262302991787,0.03497958547574255,663,39,atr_top5 ~ cu_x_corp_union + rep_trifecta_lag + C(state) + C(year)
atr_top5,13,g_restricted_lagged,(g-lag) Restricted + R trifecta (t-1),restricted,rep_trifecta_lag,R trifecta (t-1),-0.11109496610098363,0.1210968860709138,0.3647163246473877,663,39,atr_top5 ~ cu_x_corp_union + rep_trifecta_lag + C(state) + C(year)
beta,0,a_baseline,(a) Baseline,full,cu_x_corp_only,CU x CorpOnly,0.3574577792466991,0.39638600277516306,0.3718650052225194,846,47,beta ~ cu_x_corp_only + cu_x_corp_union + C(state) + C(year)
beta,0,a_baseline,(a) Baseline,full,cu_x_corp_union,CU x CorpUnion,-0.678664794609251,0.21906312842751272,0.00331694381980137,846,47,beta ~ cu_x_corp_only + cu_x_corp_union + C(state) + C(year)
beta,1,b_acquirer,(b) + CU x R-trifecta acquirer,full,cu_x_corp_only,CU x CorpOnly,0.3174082924162267,0.3823351646490374,0.4107231026027099,846,47,beta ~ cu_x_corp_only + cu_x_corp_union + cu_x_rep_trifecta_acq + C(state) + C(year)
beta,1,b_acquirer,(b) + CU x R-trifecta acquirer,full,cu_x_corp_union,CU x CorpUnion,-0.5330302970439241,0.23210736176644747,0.026252431158594297,846,47,beta ~ cu_x_corp_only + cu_x_corp_union + cu_x_rep_trifecta_acq + C(state) + C(year)
beta,1,b_acquirer,(b) + CU x R-trifecta acquirer,full,cu_x_rep_trifecta_acq,CU x R-trifecta acquirer,-0.37864969366985807,0.22287108604324238,0.09608079984798805,846,47,beta ~ cu_x_corp_only + cu_x_corp_union + cu_x_rep_trifecta_acq + C(state) + C(year)
beta,2,c_contemporaneous,(c) + R trifecta (t),full,cu_x_corp_only,CU x CorpOnly,0.3776895287706956,0.38924490974427906,0.33696491025474035,846,47,beta ~ cu_x_corp_only + cu_x_corp_union + rep_trifecta + C(state) + C(year)
beta,2,c_contemporaneous,(c) + R trifecta (t),full,cu_x_corp_union,CU x CorpUnion,-0.6216855816640838,0.22043841708151238,0.007058486394221316,846,47,beta ~ cu_x_corp_only + cu_x_corp_union + rep_trifecta + C(state) + C(year)
beta,2,c_contemporaneous,(c) + R trifecta (t),full,rep_trifecta,R trifecta (t),-0.25764513679549983,0.11016682045557562,0.023752579664070093,846,47,beta ~ cu_x_corp_only + cu_x_corp_union + rep_trifecta + C(state) + C(year)
beta,3,c_lagged,(c-lag) + R trifecta (t-1),full,cu_x_corp_only,CU x CorpOnly,0.3753305669143685,0.384822105154288,0.3344954198554119,799,47,beta ~ cu_x_corp_only + cu_x_corp_union + rep_trifecta_lag + C(state) + C(year)
beta,3,c_lagged,(c-lag) + R trifecta (t-1),full,cu_x_corp_union,CU x CorpUnion,-0.5779360917806452,0.21441012365020642,0.00978399311544421,799,47,beta ~ cu_x_corp_only + cu_x_corp_union + rep_trifecta_lag + C(state) + C(year)
beta,3,c_lagged,(c-lag) + R trifecta (t-1),full,rep_trifecta_lag,R trifecta (t-1),-0.3464142577473204,0.12042037223704888,0.006072417622341573,799,47,beta ~ cu_x_corp_only + cu_x_corp_union + rep_trifecta_lag + C(state) + C(year)
beta,4,d_redmap,(d) + CU x REDMAP,full,cu_x_corp_only,CU x CorpOnly,0.35745777924669186,0.39664034094876593,0.3721690669121103,846,47,beta ~ cu_x_corp_only + cu_x_corp_union + cu_x_redmap + C(state) + C(year)
beta,4,d_redmap,(d) + CU x REDMAP,full,cu_x_corp_union,CU x CorpUnion,-0.677568859896517,0.24062225373547524,0.007139723642553304,846,47,beta ~ cu_x_corp_only + cu_x_corp_union + cu_x_redmap + C(state) + C(year)
beta,4,d_redmap,(d) + CU x REDMAP,full,cu_x_redmap,CU x REDMAP,-0.0023745252109276804,0.3389292300724011,0.994440393153283,846,47,beta ~ cu_x_corp_only + cu_x_corp_union + cu_x_redmap + C(state) + C(year)
beta,5,e_acquirer_redmap,(e) + acquirer and REDMAP,full,cu_x_corp_only,CU x CorpOnly,0.31481188583652925,0.3818318662625659,0.41392299996728704,846,47,beta ~ cu_x_corp_only + cu_x_corp_union + cu_x_rep_trifecta_acq + cu_x_redmap + C(state) + C(year)
beta,5,e_acquirer_redmap,(e) + acquirer and REDMAP,full,cu_x_corp_union,CU x CorpUnion,-0.5978155007917939,0.2654817918766143,0.029151820545340646,846,47,beta ~ cu_x_corp_only + cu_x_corp_union + cu_x_rep_trifecta_acq + cu_x_redmap + C(state) + C(year)
beta,5,e_acquirer_redmap,(e) + acquirer and REDMAP,full,cu_x_rep_trifecta_acq,CU x R-trifecta acquirer,-0.4031975376960525,0.22145648465692463,0.07516688356969893,846,47,beta ~ cu_x_corp_only + cu_x_corp_union + cu_x_rep_trifecta_acq + cu_x_redmap + C(state) + C(year)
beta,5,e_acquirer_redmap,(e) + acquirer and REDMAP,full,cu_x_redmap,CU x REDMAP,0.16082447814222667,0.34850401317283103,0.6466356011362866,846,47,beta ~ cu_x_corp_only + cu_x_corp_union + cu_x_rep_trifecta_acq + cu_x_redmap + C(state) + C(year)
